Library,Function,Address
"skia.dll","?FromColor@?$SkRGBA4f@$02@@SA?AU1@I@Z","0x180105f00"
"skia.dll","?flush@SkSurface@@QEAA?AW4GrSemaphoresSubmitted@@AEBUGrFlushInfo@@PEBVGrBackendSurfaceMutableState@@@Z","0x180105f08"
"skia.dll","?save@SkCanvas@@QEAAHXZ","0x180105f10"
"skia.dll","?MakeRasterData@SkImage@@SA?AV?$sk_sp@VSkImage@@@@AEBUSkImageInfo@@V?$sk_sp@VSkData@@@@_K@Z","0x180105f18"
"skia.dll","?getBounds@SkTypeface@@QEBA?AUSkRect@@XZ","0x180105f20"
"skia.dll","?setSize@SkFont@@QEAAXM@Z","0x180105f28"
"skia.dll","??0SkString@@QEAA@XZ","0x180105f30"
"skia.dll","??1SkString@@QEAA@XZ","0x180105f38"
"skia.dll","??1SkTextBlob@@AEAA@XZ","0x180105f40"
"skia.dll","?drawColor@SkCanvas@@QEAAXAEBU?$SkRGBA4f@$02@@W4SkBlendMode@@@Z","0x180105f48"
"skia.dll","?MakeFromText@SkTextBlob@@SA?AV?$sk_sp@VSkTextBlob@@@@PEBX_KAEBVSkFont@@W4SkTextEncoding@@@Z","0x180105f50"
"skia.dll","?DummyReleaseProc@SkData@@CAXPEBXPEAX@Z","0x180105f58"
"skia.dll","??3SkData@@CAXPEAX@Z","0x180105f60"
"skia.dll","??1SkData@@AEAA@XZ","0x180105f68"
"skia.dll","?MakeWithProc@SkData@@SA?AV?$sk_sp@VSkData@@@@PEBX_KP6AX0PEAX@Z2@Z","0x180105f70"
"skia.dll","?setStrokeWidth@SkPaint@@QEAAXM@Z","0x180105f78"
"skia.dll","?setStyle@SkPaint@@QEAAXW4Style@1@@Z","0x180105f80"
"skia.dll","??0SkPaint@@QEAA@AEBU?$SkRGBA4f@$02@@PEAVSkColorSpace@@@Z","0x180105f88"
"skia.dll","?drawImageRect@SkCanvas@@QEAAXPEBVSkImage@@AEBUSkIRect@@AEBUSkRect@@PEBVSkPaint@@W4SrcRectConstraint@1@@Z","0x180105f90"
"skia.dll","?drawRect@SkCanvas@@QEAAXAEBUSkRect@@AEBVSkPaint@@@Z","0x180105f98"
"skia.dll","?drawLine@SkCanvas@@QEAAXMMMMAEBVSkPaint@@@Z","0x180105fa0"
"skia.dll","?resetMatrix@SkCanvas@@QEAAXXZ","0x180105fa8"
"skia.dll","?scale@SkCanvas@@QEAAXMM@Z","0x180105fb0"
"skia.dll","?imageInfo@SkCanvas@@QEBA?AUSkImageInfo@@XZ","0x180105fb8"
"skia.dll","?MakeRasterDirect@SkCanvas@@SA?AV?$unique_ptr@VSkCanvas@@U?$default_delete@VSkCanvas@@@std@@@std@@AEBUSkImageInfo@@PEAX_KPEBVSkSurfaceProps@@@Z","0x180105fc0"
"skia.dll","?drawImageRect@SkCanvas@@QEAAXPEBVSkImage@@AEBUSkRect@@PEBVSkPaint@@@Z","0x180105fc8"
"skia.dll","?getMetrics@SkFont@@QEBAMPEAUSkFontMetrics@@@Z","0x180105fd0"
"KERNEL32.dll","GetFullPathNameW","0x1801050a0"
"KERNEL32.dll","GetFileAttributesExW","0x1801050a8"
"KERNEL32.dll","GetCurrentDirectoryW","0x1801050b0"
"KERNEL32.dll","AreFileApisANSI","0x1801050b8"
"KERNEL32.dll","InitOnceComplete","0x1801050c0"
"KERNEL32.dll","InitOnceBeginInitialize","0x1801050c8"
"KERNEL32.dll","ResetEvent","0x1801050d0"
"KERNEL32.dll","WaitForSingleObjectEx","0x1801050d8"
"KERNEL32.dll","RtlCaptureContext","0x1801050e0"
"KERNEL32.dll","RtlLookupFunctionEntry","0x1801050e8"
"KERNEL32.dll","RtlVirtualUnwind","0x1801050f0"
"KERNEL32.dll","UnhandledExceptionFilter","0x1801050f8"
"KERNEL32.dll","IsProcessorFeaturePresent","0x180105100"
"KERNEL32.dll","IsDebuggerPresent","0x180105108"
"KERNEL32.dll","InitializeSListHead","0x180105110"
"KERNEL32.dll","GetFileInformationByHandle","0x180105118"
"KERNEL32.dll","VirtualAlloc","0x180105120"
"KERNEL32.dll","VirtualFree","0x180105128"
"KERNEL32.dll","OpenThread","0x180105130"
"KERNEL32.dll","SetThreadContext","0x180105138"
"KERNEL32.dll","GetThreadContext","0x180105140"
"KERNEL32.dll","HeapAlloc","0x180105148"
"KERNEL32.dll","HeapReAlloc","0x180105150"
"KERNEL32.dll","ResumeThread","0x180105158"
"KERNEL32.dll","SuspendThread","0x180105160"
"KERNEL32.dll","Thread32First","0x180105168"
"KERNEL32.dll","Thread32Next","0x180105170"
"KERNEL32.dll","HeapFree","0x180105178"
"KERNEL32.dll","HeapCreate","0x180105180"
"KERNEL32.dll","VirtualProtect","0x180105188"
"KERNEL32.dll","GetModuleHandleW","0x180105190"
"KERNEL32.dll","SetConsoleCtrlHandler","0x180105198"
"KERNEL32.dll","Sleep","0x1801051a0"
"KERNEL32.dll","GetConsoleWindow","0x1801051a8"
"KERNEL32.dll","GetModuleFileNameA","0x1801051b0"
"KERNEL32.dll","GetModuleHandleA","0x1801051b8"
"KERNEL32.dll","TerminateProcess","0x1801051c0"
"KERNEL32.dll","OpenProcess","0x1801051c8"
"KERNEL32.dll","CreateToolhelp32Snapshot","0x1801051d0"
"KERNEL32.dll","Process32NextW","0x1801051d8"
"KERNEL32.dll","Process32FirstW","0x1801051e0"
"KERNEL32.dll","CloseHandle","0x1801051e8"
"KERNEL32.dll","ExitProcess","0x1801051f0"
"KERNEL32.dll","GetFileAttributesW","0x1801051f8"
"KERNEL32.dll","lstrcatW","0x180105200"
"KERNEL32.dll","LoadLibraryW","0x180105208"
"KERNEL32.dll","GetProcAddress","0x180105210"
"KERNEL32.dll","FreeLibrary","0x180105218"
"KERNEL32.dll","GetConsoleScreenBufferInfo","0x180105220"
"KERNEL32.dll","SetConsoleTextAttribute","0x180105228"
"KERNEL32.dll","SetConsoleTitleA","0x180105230"
"KERNEL32.dll","GetStdHandle","0x180105238"
"KERNEL32.dll","OutputDebugStringA","0x180105240"
"KERNEL32.dll","AttachConsole","0x180105248"
"KERNEL32.dll","GetCurrentProcessId","0x180105250"
"KERNEL32.dll","AllocConsole","0x180105258"
"KERNEL32.dll","GetModuleFileNameW","0x180105260"
"KERNEL32.dll","MultiByteToWideChar","0x180105268"
"KERNEL32.dll","WideCharToMultiByte","0x180105270"
"KERNEL32.dll","LoadLibraryA","0x180105278"
"KERNEL32.dll","GetSystemInfo","0x180105280"
"KERNEL32.dll","GetSystemTime","0x180105288"
"KERNEL32.dll","SystemTimeToFileTime","0x180105290"
"KERNEL32.dll","InitializeCriticalSection","0x180105298"
